RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6601,15606600,Customer06600,466,France,Male,20,3,54431.17,2,0,0,1000.0,0
6602,15606601,Customer06601,788,France,Male,50,1,87895.16,1,1,1,117330.68,0
6603,15606602,Customer06602,560,France,Male,29,0,9443.14,1,0,0,49326.12,0
6604,15606603,Customer06603,506,France,Male,35,4,75170.28,2,1,1,107360.23,0
6605,15606604,Customer06604,662,Germany,Male,33,2,0.0,3,1,0,67028.72,1
6606,15606605,Customer06605,507,France,Male,32,8,15852.16,1,1,0,120326.89,0
6607,15606606,Customer06606,662,Spain,Female,24,3,165823.18,1,1,0,133377.25,0
6608,15606607,Customer06607,618,France,Male,33,1,0.0,2,0,1,1000.0,0
6609,15606608,Customer06608,739,France,Male,46,2,109328.51,1,0,0,32011.3,0
6610,15606609,Customer06609,730,France,Male,39,4,0.0,1,1,1,181682.31,0
6611,15606610,Customer06610,756,Germany,Female,44,0,60191.03,4,0,1,115251.13,1
6612,15606611,Customer06611,670,France,Female,34,1,105737.49,2,0,1,129940.68,0
6613,15606612,Customer06612,568,Germany,Female,48,10,120182.97,1,0,1,220000.0,0
6614,15606613,Customer06613,550,France,Female,34,3,0.0,3,1,1,158297.59,0
6615,15606614,Customer06614,599,Spain,Male,18,8,61019.28,2,1,0,96806.12,0
6616,15606615,Customer06615,841,France,Female,42,10,111181.48,3,1,1,25328.6,0
6617,15606616,Customer06616,626,France,Female,47,1,134941.08,1,1,1,168931.74,1
6618,15606617,Customer06617,665,Spain,Male,33,7,161536.04,2,1,0,170483.85,0
6619,15606618,Customer06618,796,France,Female,52,9,0.0,1,1,1,107622.3,0
6620,15606619,Customer06619,674,France,Female,30,0,63559.96,1,0,1,206740.83,0
6621,15606620,Customer06620,578,Spain,Male,46,3,0.0,2,1,0,116270.77,0
6622,15606621,Customer06621,720,France,Male,57,1,0.0,1,1,1,103773.99,0
6623,15606622,Customer06622,609,France,Male,39,0,32344.64,1,1,1,169036.37,0
6624,15606623,Customer06623,678,France,Male,37,3,129630.74,2,1,0,128436.66,0
6625,15606624,Customer06624,699,France,Male,38,2,46184.63,1,0,0,143866.79,0
6626,15606625,Customer06625,603,Spain,Female,56,9,0.0,3,1,1,1000.0,0
6627,15606626,Customer06626,668,Germany,Male,43,2,94601.9,2,1,0,120649.97,1
6628,15606627,Customer06627,804,Germany,Male,62,8,34425.2,1,0,0,71238.32,0
6629,15606628,Customer06628,590,France,Male,42,0,0.0,2,0,1,67469.23,0
6630,15606629,Customer06629,776,Germany,Male,32,6,29752.56,4,0,0,86330.82,0
6631,15606630,Customer06630,593,Germany,Female,33,7,68515.16,2,0,1,59933.66,0
6632,15606631,Customer06631,823,France,Female,40,1,105044.69,2,1,0,141216.52,0
6633,15606632,Customer06632,568,Spain,Male,18,4,63203.88,1,0,0,30343.74,0
6634,15606633,Customer06633,612,Germany,Male,34,10,0.0,3,1,1,1000.0,0
6635,15606634,Customer06634,795,Spain,Female,34,6,133331.78,1,1,1,91180.7,0
6636,15606635,Customer06635,799,France,Male,42,8,145474.87,2,1,1,176425.37,0
6637,15606636,Customer06636,729,France,Male,59,4,86683.18,1,0,1,69410.79,0
6638,15606637,Customer06637,546,Germany,Male,40,2,5496.08,2,1,0,84364.68,1
6639,15606638,Customer06638,658,Spain,Female,19,5,0.0,2,0,1,83022.48,0
6640,15606639,Customer06639,650,France,Male,29,4,4584.17,1,0,1,220000.0,0
6641,15606640,Customer06640,568,France,Male,42,10,9357.04,3,1,0,153923.81,0
6642,15606641,Customer06641,717,Spain,Male,40,4,82163.16,1,1,0,65297.49,0
6643,15606642,Customer06642,575,France,Male,56,6,193021.44,1,1,1,87872.56,1
6644,15606643,Customer06643,526,France,Male,49,6,0.0,2,1,1,54528.67,0
6645,15606644,Customer06644,494,Germany,Female,49,4,70792.32,1,1,0,206908.28,1
6646,15606645,Customer06645,814,France,Male,37,4,135637.22,1,1,1,11362.41,0
6647,15606646,Customer06646,601,France,Female,51,9,24629.05,1,1,1,43519.27,0
6648,15606647,Customer06647,603,France,Male,30,2,0.0,1,1,0,150844.53,0
6649,15606648,Customer06648,551,Spain,Male,49,4,0.0,2,1,1,197673.11,0
6650,15606649,Customer06649,781,France,Male,36,7,0.0,2,0,0,98841.99,0
6651,15606650,Customer06650,517,Germany,Male,24,0,0.0,1,1,1,83977.04,0
6652,15606651,Customer06651,534,Spain,Female,45,7,145144.33,2,0,0,101973.22,0
6653,15606652,Customer06652,619,Germany,Female,54,9,0.0,2,1,1,104224.29,0
6654,15606653,Customer06653,648,Germany,Male,35,4,67093.52,2,1,0,220000.0,1
6655,15606654,Customer06654,713,Germany,Female,55,6,49221.51,2,0,0,125077.11,1
6656,15606655,Customer06655,585,France,Female,22,5,67894.13,1,1,1,78686.86,0
6657,15606656,Customer06656,798,Germany,Male,26,7,69688.51,4,1,1,122851.98,0
6658,15606657,Customer06657,586,Spain,Female,37,0,56191.6,1,1,1,153822.66,0
6659,15606658,Customer06658,553,Spain,Female,35,6,62733.87,3,1,0,45533.42,0
6660,15606659,Customer06659,544,France,Female,32,5,2065.44,1,1,0,114657.58,0
6661,15606660,Customer06660,576,France,Male,40,0,40775.43,2,1,0,101341.46,0
6662,15606661,Customer06661,538,Spain,Male,33,8,0.0,1,0,1,33820.2,0
6663,15606662,Customer06662,722,France,Male,35,1,101694.81,2,0,1,75595.21,0
6664,15606663,Customer06663,554,Spain,Male,42,6,80963.64,1,1,1,72236.36,0
6665,15606664,Customer06664,637,France,Female,32,9,0.0,2,1,1,71369.26,0
6666,15606665,Customer06665,551,Germany,Male,38,10,0.0,2,1,1,207591.82,0
6667,15606666,Customer06666,537,Spain,Female,32,6,22460.3,1,1,1,101111.61,0
6668,15606667,Customer06667,756,France,Male,26,7,31928.58,1,1,1,119960.59,0
6669,15606668,Customer06668,804,France,Female,47,6,0.0,2,1,1,137749.09,0
6670,15606669,Customer06669,772,Spain,Female,57,8,0.0,2,1,0,96209.44,1
6671,15606670,Customer06670,509,France,Female,50,10,113543.02,2,0,0,74431.84,0
6672,15606671,Customer06671,522,France,Female,42,5,0.0,2,1,0,185687.33,1
6673,15606672,Customer06672,840,Germany,Male,32,4,174119.37,2,0,1,186121.33,0
6674,15606673,Customer06673,626,France,Male,36,1,0.0,1,1,0,152147.41,0
6675,15606674,Customer06674,518,Germany,Male,50,10,31908.8,2,1,0,93621.95,0
6676,15606675,Customer06675,754,France,Female,18,10,0.0,2,1,0,120173.01,0
6677,15606676,Customer06676,656,France,Male,35,7,7924.81,2,0,0,53221.97,0
6678,15606677,Customer06677,705,Spain,Male,47,7,55855.83,3,0,1,105696.61,0
6679,15606678,Customer06678,435,France,Female,27,2,0.0,1,1,1,32318.5,0
6680,15606679,Customer06679,619,France,Male,43,10,0.0,2,1,0,145838.2,0
6681,15606680,Customer06680,741,Germany,Male,43,0,0.0,2,1,0,194627.15,0
6682,15606681,Customer06681,589,Spain,Male,24,6,131393.12,1,1,1,35131.52,0
6683,15606682,Customer06682,769,Germany,Male,40,2,0.0,2,1,0,200880.25,0
6684,15606683,Customer06683,524,Spain,Male,33,4,83934.74,2,1,1,136019.37,0
6685,15606684,Customer06684,639,France,Female,43,1,191553.01,4,1,0,55271.32,0
6686,15606685,Customer06685,808,France,Male,46,1,0.0,2,1,0,114700.56,0
6687,15606686,Customer06686,540,Spain,Female,43,4,0.0,1,1,0,188467.25,0
6688,15606687,Customer06687,676,Spain,Male,40,4,99607.91,4,1,0,171244.24,1
6689,15606688,Customer06688,706,Germany,Male,42,9,154524.94,1,0,0,169473.6,0
6690,15606689,Customer06689,659,France,Male,27,6,135947.33,2,1,1,78597.29,0
6691,15606690,Customer06690,626,France,Male,39,0,34881.45,2,1,0,46075.68,1
6692,15606691,Customer06691,566,France,Female,31,10,76111.7,1,1,1,99885.25,0
6693,15606692,Customer06692,669,Spain,Male,50,6,0.0,1,0,1,106922.74,0
6694,15606693,Customer06693,640,Spain,Female,46,9,43577.95,2,0,1,87641.79,0
6695,15606694,Customer06694,512,France,Male,46,10,77813.38,2,0,0,64894.03,0
6696,15606695,Customer06695,756,France,Male,57,5,0.0,3,1,1,41959.09,0
6697,15606696,Customer06696,563,France,Female,36,1,124945.03,4,1,0,140928.35,0
6698,15606697,Customer06697,515,France,Male,33,4,174141.47,1,0,0,59356.97,1
6699,15606698,Customer06698,593,Germany,Male,35,7,0.0,1,1,0,146304.25,0
6700,15606699,Customer06699,564,Germany,Male,22,0,0.0,1,0,1,82779.56,0
6701,15606700,Customer06700,625,France,Male,23,10,92572.76,3,1,0,94454.29,0
6702,15606701,Customer06701,531,Germany,Male,46,3,0.0,1,0,1,32227.05,0
6703,15606702,Customer06702,693,Spain,Male,24,7,66674.99,2,1,1,123053.58,0
6704,15606703,Customer06703,783,France,Female,28,10,0.0,3,1,0,84099.14,0
6705,15606704,Customer06704,660,France,Female,38,9,24124.77,2,1,1,38079.86,0
6706,15606705,Customer06705,511,France,Female,35,8,0.0,1,1,0,86828.62,0
6707,15606706,Customer06706,562,France,Female,48,3,9402.2,1,1,0,50395.23,0
6708,15606707,Customer06707,671,Germany,Female,40,5,42299.96,2,1,0,9384.14,0
6709,15606708,Customer06708,461,Germany,Male,31,5,0.0,1,1,1,143375.15,0
6710,15606709,Customer06709,532,France,Male,49,9,152285.29,2,1,0,33981.85,1
6711,15606710,Customer06710,492,France,Female,47,0,0.0,1,1,0,126101.76,0
6712,15606711,Customer06711,661,Spain,Male,24,0,82898.83,2,1,1,220000.0,0
6713,15606712,Customer06712,850,France,Male,42,1,108755.49,2,1,1,45971.75,0
6714,15606713,Customer06713,529,Germany,Female,31,10,16304.85,2,1,1,126805.97,1
6715,15606714,Customer06714,728,Germany,Male,31,5,61621.35,1,1,0,76637.05,0
6716,15606715,Customer06715,596,Spain,Female,59,7,54789.66,1,1,0,114325.55,1
6717,15606716,Customer06716,523,Germany,Male,40,1,71202.56,1,1,0,1000.0,1
6718,15606717,Customer06717,800,Spain,Male,37,0,117101.93,3,1,1,123507.98,0
6719,15606718,Customer06718,850,Germany,Female,40,7,111549.64,1,0,0,106017.23,0
6720,15606719,Customer06719,690,France,Female,48,7,0.0,1,1,1,220000.0,0
6721,15606720,Customer06720,685,France,Male,32,4,0.0,2,1,1,1000.0,0
6722,15606721,Customer06721,656,France,Female,33,0,86234.25,3,1,0,72203.97,1
6723,15606722,Customer06722,636,France,Male,46,5,35286.24,1,0,0,126264.96,0
6724,15606723,Customer06723,683,France,Male,23,7,43279.17,2,1,1,150625.98,0
6725,15606724,Customer06724,715,France,Female,49,2,89853.68,4,1,0,92884.95,0
6726,15606725,Customer06725,810,France,Male,22,3,0.0,1,1,1,172703.33,0
6727,15606726,Customer06726,600,France,Male,36,8,95016.39,2,0,1,103699.86,0
6728,15606727,Customer06727,662,France,Female,22,2,231797.1,2,1,0,107806.23,0
6729,15606728,Customer06728,642,Spain,Male,28,1,0.0,2,1,1,1000.0,0
6730,15606729,Customer06729,748,Germany,Male,53,6,0.0,1,1,0,133627.33,0
6731,15606730,Customer06730,850,Spain,Male,50,0,0.0,1,1,1,187213.4,0
6732,15606731,Customer06731,752,Germany,Female,51,4,80781.3,2,0,1,43039.44,0
6733,15606732,Customer06732,727,Spain,Female,24,6,108616.0,1,1,0,74610.92,0
6734,15606733,Customer06733,737,Spain,Male,28,0,105593.1,2,1,1,18540.98,0
6735,15606734,Customer06734,772,France,Male,43,7,129493.94,1,0,1,126708.48,0
6736,15606735,Customer06735,850,Spain,Female,47,9,79680.72,2,1,1,90644.15,0
6737,15606736,Customer06736,488,France,Male,31,10,0.0,1,1,0,146630.52,0
6738,15606737,Customer06737,708,Germany,Male,33,2,0.0,2,1,0,95564.22,1
6739,15606738,Customer06738,402,Spain,Female,27,3,104596.5,1,0,0,94436.27,0
6740,15606739,Customer06739,741,France,Male,56,6,6175.9,2,0,1,96449.13,1
6741,15606740,Customer06740,703,Germany,Male,34,6,0.0,1,1,1,109735.41,0
6742,15606741,Customer06741,598,France,Male,39,6,158996.55,1,0,1,101307.64,0
6743,15606742,Customer06742,394,France,Male,40,3,62319.09,1,1,1,124440.24,0
6744,15606743,Customer06743,649,France,Male,51,0,151103.47,2,1,0,182099.37,1
6745,15606744,Customer06744,671,France,Male,29,0,92054.16,1,1,0,156056.77,0
6746,15606745,Customer06745,644,France,Male,51,10,77607.04,2,1,0,200967.55,0
6747,15606746,Customer06746,590,Germany,Female,26,4,80516.46,1,1,0,32767.2,0
6748,15606747,Customer06747,564,Germany,Male,51,4,24487.28,4,1,0,56511.52,0
6749,15606748,Customer06748,645,France,Male,21,6,16564.65,1,1,0,163771.35,0
6750,15606749,Customer06749,573,Germany,Male,38,2,0.0,1,1,0,41841.29,0
6751,15606750,Customer06750,728,France,Female,56,4,30548.02,2,0,0,193144.37,0
6752,15606751,Customer06751,642,France,Female,46,4,208642.42,1,0,1,70666.11,0
6753,15606752,Customer06752,484,Spain,Female,43,1,0.0,2,1,0,91684.6,0
6754,15606753,Customer06753,667,Spain,Male,28,6,3054.68,2,0,0,78618.34,0
6755,15606754,Customer06754,690,France,Male,31,2,26053.43,2,1,1,100702.58,1
6756,15606755,Customer06755,805,France,Male,53,0,28963.39,1,1,1,195332.36,0
6757,15606756,Customer06756,739,Spain,Female,44,6,92698.08,1,0,1,175796.31,0
6758,15606757,Customer06757,564,Spain,Male,48,3,38067.69,1,1,1,212552.92,0
6759,15606758,Customer06758,787,France,Female,40,7,0.0,1,0,1,220000.0,0
6760,15606759,Customer06759,517,France,Female,36,5,23330.94,2,1,1,73648.34,0
6761,15606760,Customer06760,653,France,Female,47,0,46536.21,2,1,1,41824.76,0
6762,15606761,Customer06761,722,Germany,Male,42,7,0.0,2,0,1,109427.42,0
6763,15606762,Customer06762,790,Spain,Male,37,0,0.0,2,0,0,118737.15,0
6764,15606763,Customer06763,831,Germany,Female,24,3,0.0,2,1,1,15307.84,0
6765,15606764,Customer06764,772,France,Female,49,7,74252.43,2,1,0,145656.39,0
6766,15606765,Customer06765,637,Germany,Male,44,4,62996.01,1,1,1,40153.37,1
6767,15606766,Customer06766,706,Spain,Female,33,4,0.0,1,1,1,76490.24,0
6768,15606767,Customer06767,672,France,Male,51,2,90875.38,1,1,1,142749.45,1
6769,15606768,Customer06768,582,Spain,Female,42,4,0.0,1,1,0,127294.89,1
6770,15606769,Customer06769,639,France,Female,42,3,110205.1,2,1,0,104314.01,0
6771,15606770,Customer06770,823,France,Female,48,10,84829.88,2,1,1,113940.87,0
6772,15606771,Customer06771,712,Germany,Male,46,7,125469.62,1,0,0,137744.34,1
6773,15606772,Customer06772,848,France,Female,42,9,36665.41,1,1,0,65347.57,0
6774,15606773,Customer06773,546,Spain,Female,37,3,77672.75,2,1,1,118866.34,0
6775,15606774,Customer06774,613,Germany,Male,60,10,117897.49,2,0,1,99757.75,1
6776,15606775,Customer06775,690,France,Female,31,3,0.0,1,1,1,107963.98,0
6777,15606776,Customer06776,721,France,Male,47,3,113822.13,2,1,0,166578.32,0
6778,15606777,Customer06777,639,Germany,Female,38,3,110983.88,2,0,1,116528.05,0
6779,15606778,Customer06778,727,France,Male,44,6,67638.23,1,1,1,181884.75,1
6780,15606779,Customer06779,726,Germany,Female,52,6,173869.1,2,1,0,71546.53,1
6781,15606780,Customer06780,517,France,Male,36,0,107964.29,2,1,1,94677.65,0
6782,15606781,Customer06781,722,France,Male,45,6,0.0,2,0,0,12514.51,1
6783,15606782,Customer06782,753,Germany,Male,42,10,137298.66,2,0,0,44658.53,0
6784,15606783,Customer06783,678,France,Male,32,4,35197.25,1,0,1,78498.41,0
6785,15606784,Customer06784,473,Germany,Female,52,7,0.0,2,1,1,127258.18,0
6786,15606785,Customer06785,623,Germany,Female,46,6,94322.69,2,1,1,71251.86,0
6787,15606786,Customer06786,692,France,Male,34,10,0.0,1,1,1,37336.11,0
6788,15606787,Customer06787,567,Germany,Male,51,7,0.0,1,1,0,119811.29,0
6789,15606788,Customer06788,738,Spain,Male,30,5,62257.31,2,1,1,4199.9,0
6790,15606789,Customer06789,720,Spain,Male,39,0,47514.29,2,1,1,6306.5,0
6791,15606790,Customer06790,663,France,Male,34,8,49823.72,2,1,0,52886.27,0
6792,15606791,Customer06791,652,France,Male,47,3,124910.49,2,0,0,122723.08,0
6793,15606792,Customer06792,669,Germany,Male,34,10,0.0,2,1,1,49896.08,0
6794,15606793,Customer06793,650,Germany,Male,47,2,0.0,3,1,1,105580.49,0
6795,15606794,Customer06794,527,Germany,Female,45,4,0.0,2,0,1,143119.17,0
6796,15606795,Customer06795,609,Germany,Male,35,9,94333.04,1,1,1,127099.74,0
6797,15606796,Customer06796,657,Spain,Male,58,1,123891.31,1,1,1,199390.09,0
6798,15606797,Customer06797,786,France,Female,31,3,122369.7,1,0,1,109414.5,0
6799,15606798,Customer06798,716,Germany,Male,24,8,87412.82,1,1,1,181914.36,0
6800,15606799,Customer06799,791,France,Male,48,3,0.0,1,1,0,135906.37,0
6801,15606800,Customer06800,515,France,Female,18,10,41900.93,2,0,1,77451.28,0
6802,15606801,Customer06801,616,Germany,Male,55,5,209.93,4,1,0,44777.78,0
6803,15606802,Customer06802,849,France,Female,40,9,33488.45,2,1,1,109319.94,0
6804,15606803,Customer06803,579,France,Female,24,6,16394.52,2,1,1,25335.85,0
6805,15606804,Customer06804,577,Spain,Male,29,0,6230.39,1,1,0,87556.23,0
6806,15606805,Customer06805,624,Spain,Male,22,8,187830.05,1,1,0,91601.04,0
6807,15606806,Customer06806,844,Germany,Male,43,4,0.0,1,0,1,167856.63,0
6808,15606807,Customer06807,586,Spain,Female,25,4,145781.6,2,1,0,59180.92,0
6809,15606808,Customer06808,704,France,Male,44,8,0.0,1,1,0,125411.17,0
6810,15606809,Customer06809,688,Spain,Female,36,3,0.0,1,0,0,44124.06,0
6811,15606810,Customer06810,465,France,Male,34,4,11614.51,1,0,1,149855.78,0
6812,15606811,Customer06811,648,France,Female,44,6,0.0,2,1,1,187076.35,0
6813,15606812,Customer06812,597,France,Male,46,6,0.0,3,1,0,52286.25,0
6814,15606813,Customer06813,715,France,Female,51,8,0.0,1,1,1,108276.17,0
6815,15606814,Customer06814,817,Germany,Female,32,0,61578.85,1,1,0,220000.0,0
6816,15606815,Customer06815,617,France,Female,39,10,0.0,1,1,0,57522.95,0
6817,15606816,Customer06816,617,Germany,Male,32,6,74962.94,2,0,0,16396.89,0
6818,15606817,Customer06817,850,France,Male,41,6,79712.33,1,1,0,113007.42,0
6819,15606818,Customer06818,582,France,Male,31,9,33490.46,1,1,1,38723.24,0
6820,15606819,Customer06819,521,Spain,Female,35,5,26106.52,1,1,0,121459.79,0
6821,15606820,Customer06820,782,Germany,Female,35,0,0.0,1,1,1,150074.82,0
6822,15606821,Customer06821,645,Spain,Male,42,1,128807.21,1,1,1,41140.75,0
6823,15606822,Customer06822,677,France,Female,39,10,111409.58,2,0,0,15405.06,0
6824,15606823,Customer06823,850,France,Male,44,10,0.0,2,1,0,158958.78,0
6825,15606824,Customer06824,515,Germany,Male,38,0,31541.23,3,0,1,199695.62,1
6826,15606825,Customer06825,631,Germany,Male,33,7,0.0,1,1,0,82480.87,0
6827,15606826,Customer06826,531,France,Male,41,7,0.0,2,0,1,179588.54,0
6828,15606827,Customer06827,682,Spain,Female,29,1,102920.53,2,1,1,201549.69,0
6829,15606828,Customer06828,597,Germany,Female,45,8,22445.91,1,1,0,140996.66,1
6830,15606829,Customer06829,537,Germany,Male,36,5,11598.56,1,1,0,108046.77,0
6831,15606830,Customer06830,720,France,Female,41,2,0.0,1,0,1,139045.51,0
6832,15606831,Customer06831,651,Germany,Male,41,6,130116.14,2,0,0,150027.67,1
6833,15606832,Customer06832,530,France,Male,56,9,37665.02,3,1,0,1000.0,0
6834,15606833,Customer06833,536,Spain,Female,43,2,0.0,1,1,0,93252.32,0
6835,15606834,Customer06834,670,France,Male,40,6,150361.22,2,1,0,24740.12,0
6836,15606835,Customer06835,490,France,Female,32,8,53568.54,1,0,1,48059.8,0
6837,15606836,Customer06836,672,France,Male,47,6,0.0,2,1,0,118460.21,0
6838,15606837,Customer06837,779,Germany,Female,36,7,0.0,1,1,0,94479.01,1
6839,15606838,Customer06838,714,Spain,Male,23,7,34055.59,1,1,0,101907.52,0
6840,15606839,Customer06839,590,Spain,Female,37,2,0.0,2,1,1,92534.86,0
6841,15606840,Customer06840,676,Germany,Female,41,1,73759.39,1,0,0,89271.5,0
6842,15606841,Customer06841,530,Spain,Female,30,10,75019.27,1,1,0,99271.3,0
6843,15606842,Customer06842,663,Germany,Female,38,3,59113.62,3,1,1,189866.66,1
6844,15606843,Customer06843,619,France,Male,38,10,0.0,1,1,1,137246.7,0
6845,15606844,Customer06844,550,Germany,Female,38,2,28832.04,1,1,0,46164.51,1
6846,15606845,Customer06845,710,France,Female,52,2,0.0,1,1,0,74599.0,0
6847,15606846,Customer06846,460,France,Female,25,0,134284.08,2,1,0,139429.6,0
6848,15606847,Customer06847,536,France,Female,60,4,129742.04,1,1,0,84537.95,0
6849,15606848,Customer06848,548,France,Female,39,10,0.0,2,0,0,129518.03,0
6850,15606849,Customer06849,602,Spain,Female,45,9,68781.76,1,0,0,98726.05,0
6851,15606850,Customer06850,775,Spain,Male,40,3,0.0,2,0,1,112121.3,0
6852,15606851,Customer06851,722,France,Male,21,4,0.0,1,1,1,173327.88,0
6853,15606852,Customer06852,660,Germany,Male,28,7,32652.7,1,1,0,123106.89,0
6854,15606853,Customer06853,656,France,Female,33,10,30165.72,1,1,1,211293.58,0
6855,15606854,Customer06854,649,France,Male,49,6,33185.38,1,1,1,61982.44,0
6856,15606855,Customer06855,782,France,Male,24,2,0.0,2,1,1,47345.23,0
6857,15606856,Customer06856,476,France,Male,30,3,253961.94,2,0,0,122887.86,1
6858,15606857,Customer06857,724,France,Female,41,7,0.0,2,0,1,87630.5,0
6859,15606858,Customer06858,601,France,Female,44,0,0.0,2,1,0,107666.18,0
6860,15606859,Customer06859,698,France,Male,44,6,112953.44,1,1,1,120640.54,0
6861,15606860,Customer06860,699,France,Female,29,8,33753.15,1,1,1,25776.94,0
6862,15606861,Customer06861,720,Spain,Male,22,3,0.0,1,1,1,1000.0,0
6863,15606862,Customer06862,802,France,Female,45,5,0.0,1,1,0,141456.65,0
6864,15606863,Customer06863,518,France,Female,54,7,140005.95,2,0,1,17533.64,0
6865,15606864,Customer06864,747,Germany,Female,35,6,0.0,2,1,1,70685.21,0
6866,15606865,Customer06865,644,France,Female,27,0,0.0,2,1,1,90016.94,0
6867,15606866,Customer06866,606,Germany,Female,34,6,0.0,1,1,0,95229.15,0
6868,15606867,Customer06867,845,France,Female,43,2,0.0,1,1,1,144977.33,0
6869,15606868,Customer06868,717,Germany,Male,37,8,106678.77,4,1,0,138289.37,0
6870,15606869,Customer06869,610,Germany,Female,54,2,198337.82,1,0,1,113711.41,0
6871,15606870,Customer06870,742,Germany,Male,49,10,16145.71,3,1,0,132712.95,1
6872,15606871,Customer06871,646,Germany,Male,41,1,5230.58,1,1,1,40873.55,0
6873,15606872,Customer06872,608,France,Male,18,9,97166.93,1,1,0,56866.31,0
6874,15606873,Customer06873,592,France,Male,32,0,0.0,2,0,1,220000.0,0
6875,15606874,Customer06874,679,France,Female,33,7,0.0,1,1,0,108764.73,0
6876,15606875,Customer06875,591,Germany,Male,31,3,565.34,2,1,0,150597.43,0
6877,15606876,Customer06876,665,France,Male,41,2,0.0,1,1,1,33959.56,0
6878,15606877,Customer06877,735,France,Male,41,2,108316.72,1,0,0,142236.59,0
6879,15606878,Customer06878,661,Germany,Female,21,0,55341.54,1,1,0,85407.9,0
6880,15606879,Customer06879,840,France,Male,47,1,148612.06,1,1,1,69400.3,0
6881,15606880,Customer06880,651,France,Female,39,4,67566.62,2,1,1,201126.23,0
6882,15606881,Customer06881,780,Germany,Male,43,1,113293.31,1,1,1,188627.42,0
6883,15606882,Customer06882,744,France,Female,47,10,93265.38,2,1,1,98387.6,0
6884,15606883,Customer06883,796,Spain,Female,31,9,50972.63,1,1,0,114208.5,0
6885,15606884,Customer06884,839,Spain,Male,52,5,127653.3,2,1,0,78265.81,0
6886,15606885,Customer06885,481,Spain,Male,38,1,528.32,2,1,1,34427.34,0
6887,15606886,Customer06886,675,France,Male,55,10,0.0,2,0,0,105460.04,1
6888,15606887,Customer06887,639,France,Male,30,7,0.0,1,1,1,114298.3,0
6889,15606888,Customer06888,661,Germany,Male,54,2,99655.4,2,0,0,160541.56,0
6890,15606889,Customer06889,612,Germany,Female,30,0,0.0,2,1,1,134412.19,0
6891,15606890,Customer06890,598,Germany,Male,66,6,25458.86,1,0,0,43427.41,1
6892,15606891,Customer06891,544,France,Female,29,0,0.0,1,0,0,1000.0,0
6893,15606892,Customer06892,659,France,Female,50,6,0.0,2,1,1,82123.99,0
6894,15606893,Customer06893,740,France,Male,35,4,0.0,1,1,1,26604.61,0
6895,15606894,Customer06894,603,France,Female,47,9,0.0,1,1,1,94510.87,0
6896,15606895,Customer06895,618,France,Male,39,4,62122.45,2,0,1,126285.58,0
6897,15606896,Customer06896,583,Spain,Female,28,4,3488.5,1,0,0,119447.26,0
6898,15606897,Customer06897,555,France,Female,18,6,2261.8,1,1,0,74925.4,0
6899,15606898,Customer06898,627,Germany,Female,65,10,95414.34,1,1,0,124342.29,0
6900,15606899,Customer06899,683,Spain,Male,40,7,93736.62,1,0,0,181355.09,0
6901,15606900,Customer06900,771,France,Male,18,7,28357.06,2,1,1,124147.25,0
6902,15606901,Customer06901,536,Germany,Female,42,3,68939.87,2,0,0,122179.46,1
6903,15606902,Customer06902,647,Germany,Female,46,5,5989.24,1,0,1,70139.15,0
6904,15606903,Customer06903,763,France,Female,31,2,59978.28,1,1,0,110707.57,0
6905,15606904,Customer06904,537,France,Female,32,4,167483.62,2,1,0,189094.92,0
6906,15606905,Customer06905,772,Spain,Male,39,9,208094.77,2,0,0,97990.07,0
6907,15606906,Customer06906,608,Germany,Male,52,1,62870.87,1,1,1,83058.62,0
6908,15606907,Customer06907,718,Spain,Female,40,1,0.0,2,1,0,171673.53,0
6909,15606908,Customer06908,629,Spain,Female,54,6,0.0,2,0,1,92611.27,0
6910,15606909,Customer06909,694,France,Male,51,8,0.0,1,1,1,136410.91,0
6911,15606910,Customer06910,804,Germany,Female,37,10,4708.93,2,1,0,114518.78,0
6912,15606911,Customer06911,638,Germany,Female,23,6,0.0,2,0,1,132313.98,0
6913,15606912,Customer06912,746,Germany,Male,37,7,103842.56,2,0,1,150686.86,0
6914,15606913,Customer06913,676,Germany,Female,45,3,196613.81,1,1,0,175976.22,0
6915,15606914,Customer06914,575,Germany,Female,40,4,142081.87,1,1,1,163663.93,0
6916,15606915,Customer06915,636,Spain,Female,46,3,78758.96,2,1,1,186552.97,0
6917,15606916,Customer06916,630,France,Male,48,1,70018.04,1,1,1,88387.68,0
6918,15606917,Customer06917,514,Germany,Female,45,4,54153.13,2,1,1,33535.22,0
6919,15606918,Customer06918,694,France,Male,36,2,141699.41,2,0,1,93785.13,0
6920,15606919,Customer06919,713,Germany,Male,44,6,89370.75,1,1,1,220000.0,0
6921,15606920,Customer06920,728,Spain,Male,62,8,0.0,2,1,1,97505.96,0
6922,15606921,Customer06921,787,Spain,Male,23,10,0.0,1,1,1,1000.0,0
6923,15606922,Customer06922,742,France,Female,44,9,113266.74,2,1,1,220000.0,0
6924,15606923,Customer06923,592,Germany,Female,58,3,66700.97,2,0,0,114670.5,0
6925,15606924,Customer06924,613,France,Female,27,10,0.0,1,0,1,55358.68,0
6926,15606925,Customer06925,731,France,Male,50,10,137942.75,2,0,1,36316.2,0
